images,labels
ISIC_0060352,19
ISIC_0046572,19
ISIC_0004365,19
ISIC_0000783,19
ISIC_0061946,8
ISIC_0009699,19
ISIC_4032638,17
ISIC_0011267,15
ISIC_3413403,17
ISIC_0067662,19
ISIC_0009483,19
ISIC_4142024,17
ISIC_3152541,17
ISIC_3849316,17
ISIC_0007932,19
ISIC_0028234,19
ISIC_0033744,21
ISIC_0008332,19
ISIC_0005251,19
ISIC_3599664,19
ISIC_0060348,11
ISIC_0010176,19
ISIC_0009788,19
ISIC_6997313,17
ISIC_0068337,19
ISIC_0028053,19
ISIC_0056821,25
ISIC_7494625,17
ISIC_0026190,19
ISIC_1834416,19
ISIC_1583715,17
ISIC_0006019,19
ISIC_8418303,17
ISIC_4101237,17
ISIC_1161591,17
ISIC_8309300,17
ISIC_0061791,15
ISIC_0054958,19
ISIC_6531003,17
ISIC_3441698,19
ISIC_0031384,8
ISIC_0058395,19
ISIC_0067397,19
ISIC_0071035,15
ISIC_5168763,19
ISIC_9211620,17
ISIC_0064062,15
ISIC_0008157,19
ISIC_0069278,19
ISIC_9747249,17
ISIC_0000569,19
ISIC_4124332,19
ISIC_5198847,17
ISIC_3492490,17
ISIC_0013055,19
ISIC_0000040,15
ISIC_6179440,17
ISIC_0028239,19
ISIC_7690107,19
ISIC_0032375,19
ISIC_0004682,19
ISIC_9404190,17
ISIC_5611426,17
ISIC_1728767,17
ISIC_0003428,19
ISIC_0526904,17
ISIC_3826001,17
ISIC_7429270,23
ISIC_5722914,17
ISIC_0024759,19
ISIC_0012826,19
ISIC_2178583,17
ISIC_0031481,19
ISIC_0030619,19
ISIC_7646953,17
ISIC_7792842,17
ISIC_0056543,19
ISIC_4393733,17
ISIC_7948728,17
ISIC_7186677,17
ISIC_0011661,17
ISIC_5483519,17
ISIC_3328295,17
ISIC_3592058,19
ISIC_1390111,19
ISIC_0028523,19
ISIC_0070151,8
ISIC_2790630,19
ISIC_6003494,17
ISIC_0032038,19
ISIC_8827933,19
ISIC_5823706,17
ISIC_2479512,17
ISIC_3619504,19
ISIC_6873184,19
ISIC_3445100,17
ISIC_0680651,19
ISIC_4672131,17
ISIC_0016069,19
ISIC_0000183,19
ISIC_0011429,15
ISIC_1665248,17
ISIC_0006118,19
ISIC_2923530,17
ISIC_0029864,19
ISIC_6240735,19
ISIC_0059841,23
ISIC_0054633,8
ISIC_0006699,19
ISIC_0024473,19
ISIC_0000316,19
ISIC_2726665,17
ISIC_0065972,8
ISIC_2384341,17
ISIC_8918703,19
ISIC_0030428,19
ISIC_0056188,19
ISIC_4789377,17
ISIC_0522974,17
ISIC_3356216,17
ISIC_0057457,15
ISIC_4851366,15
ISIC_3524193,17
ISIC_3939977,17
ISIC_6974286,17
ISIC_6162545,19
ISIC_0033410,21
ISIC_0033418,19
ISIC_0001578,19
ISIC_0057289,23
ISIC_8671412,19
ISIC_0066845,15
ISIC_4700970,19
ISIC_4794052,17
ISIC_9595988,17
ISIC_7760948,17
ISIC_6952095,17
ISIC_2105312,17
ISIC_7566505,17
ISIC_3877564,19
ISIC_0060517,19
ISIC_1525284,17
ISIC_0062961,23
ISIC_0069181,25
ISIC_0001535,19
ISIC_5681315,17
ISIC_4254754,17
ISIC_0004761,19
ISIC_0011243,19
ISIC_9475559,17
ISIC_0066920,23
ISIC_0063038,2
ISIC_1442601,19
ISIC_2854303,17
ISIC_0060797,23
ISIC_1825131,17
ISIC_0007699,19
ISIC_0028536,19
ISIC_8214071,17
ISIC_4266533,15
ISIC_1340435,17
ISIC_0026015,21
ISIC_1826803,19
ISIC_9746806,17
ISIC_0632983,19
ISIC_7991305,19
ISIC_0008302,19
ISIC_0070501,15
ISIC_0006367,19
ISIC_8252423,17
ISIC_4573039,12
ISIC_0058534,19
ISIC_0058787,8
ISIC_1087658,17
ISIC_0009252,19
ISIC_2221217,15
ISIC_9560390,17
ISIC_1032826,17
ISIC_0029311,21
ISIC_6299036,15
ISIC_0028674,19
ISIC_2963027,17
ISIC_1271536,17
ISIC_0063687,15
ISIC_4637479,17
ISIC_0004735,19
ISIC_9767255,17
ISIC_0057377,19
ISIC_0068131,19
ISIC_0010605,19
ISIC_0034177,19
ISIC_0065804,8
ISIC_6546981,17
ISIC_0009052,19
ISIC_2234794,17
ISIC_8540360,17
ISIC_2636672,17
ISIC_9451910,17
ISIC_7552363,19
ISIC_0012506,19
ISIC_0195699,17
ISIC_0059906,19
ISIC_2974135,17
ISIC_7426927,19
ISIC_4282579,17
ISIC_0027141,11
ISIC_0006863,19
ISIC_0012211,19
ISIC_0202167,17
ISIC_0000349,19
ISIC_9144695,17
ISIC_5208776,12
ISIC_9623772,17
ISIC_0011261,19
ISIC_0055715,19
ISIC_7440448,17
ISIC_1253227,17
ISIC_6053196,17
ISIC_5399150,17
ISIC_1507577,17
ISIC_0010646,19
ISIC_0028833,19
ISIC_0026629,11
ISIC_2311125,17
ISIC_0011489,15
ISIC_0001954,19
ISIC_0006400,19
ISIC_0027601,8
ISIC_0062481,15
ISIC_9176281,17
ISIC_4906470,17
ISIC_0054756,15
ISIC_0058074,25
ISIC_0026706,19
ISIC_0061802,23
ISIC_0056461,19
ISIC_0046615,19
ISIC_0057186,8
ISIC_5378152,19
ISIC_0026448,19
ISIC_0001715,19
ISIC_0027307,19
ISIC_0691329,20
ISIC_9473731,17
ISIC_0071454,19
ISIC_0026037,19
ISIC_6094247,17
ISIC_0374029,19
ISIC_0007968,19
ISIC_0002989,19
ISIC_6198131,17
ISIC_0029915,2
ISIC_2319387,17
ISIC_5573566,17
ISIC_0063666,8
ISIC_0024731,19
ISIC_0004124,19
ISIC_7562708,17
ISIC_9696289,22
ISIC_0008660,19
ISIC_1233104,19
ISIC_0005345,19
ISIC_4820549,19
ISIC_0024228,15
ISIC_0005812,19
ISIC_0012804,19
ISIC_2647070,17
ISIC_0024706,26
ISIC_0058050,15
ISIC_3596532,17
ISIC_0064009,19
ISIC_7555232,17
ISIC_0063659,19
ISIC_3408802,17
ISIC_0070006,15
ISIC_0010352,12
ISIC_8607298,17
ISIC_0027487,15
ISIC_2648086,17
ISIC_0350117,17
ISIC_0026335,21
ISIC_0027901,19
ISIC_6228963,15
ISIC_0002495,19
ISIC_0000790,19
ISIC_0025442,19
ISIC_6352401,17
ISIC_4158555,17
ISIC_0069508,15
ISIC_0032138,11
ISIC_0015256,15
ISIC_5028203,17
ISIC_0001501,19
ISIC_2186492,17
ISIC_0071739,19
ISIC_2634743,17
ISIC_6763490,17
ISIC_9906378,17
ISIC_7761691,17
ISIC_3440583,17
ISIC_0008326,19
ISIC_0064262,2
ISIC_9441572,19
ISIC_4059746,17
ISIC_0062361,24
ISIC_1440377,17
ISIC_0026387,19
ISIC_0006197,19
ISIC_5997532,17
ISIC_0006690,19
ISIC_7904411,17
ISIC_6172309,6
ISIC_0068735,19
ISIC_6472700,19
ISIC_4153234,17
ISIC_9035220,17
ISIC_0055139,19
ISIC_0011561,19
ISIC_0033166,15
ISIC_8905157,17
ISIC_0008036,19
ISIC_0027068,21
ISIC_6476351,19
ISIC_0024717,19
ISIC_0059364,19
ISIC_0067756,15
ISIC_0798355,17
ISIC_7649708,17
ISIC_0030383,21
ISIC_0006057,19
ISIC_0011867,19
ISIC_0030565,21
ISIC_7970002,17
ISIC_0482495,17
ISIC_0001010,19
ISIC_2916164,19
ISIC_0031053,19
ISIC_6038490,17
ISIC_0031158,19
ISIC_0030583,21
ISIC_5622532,17
ISIC_0068451,8
ISIC_8162402,17
ISIC_0001854,19
ISIC_5869892,19
ISIC_0027170,19
ISIC_0003879,19
ISIC_0062055,23
ISIC_1127430,17
ISIC_8996654,17
ISIC_0058487,23
ISIC_0029133,2
ISIC_2050638,19
ISIC_1196326,17
ISIC_0032110,15
ISIC_7379692,17
ISIC_1850483,17
ISIC_0423201,17
ISIC_0011796,17
ISIC_6955095,17
ISIC_0065383,19
ISIC_1416995,19
ISIC_0003597,19
ISIC_3028705,17
ISIC_0477201,14
ISIC_0029559,21
ISIC_0009440,19
ISIC_0001598,19
ISIC_0028791,19
ISIC_0065370,19
ISIC_0007630,19
ISIC_9687369,17
ISIC_5312584,17
ISIC_0032841,15
ISIC_2991936,17
ISIC_0029122,19
ISIC_0025962,19
ISIC_4614604,17
ISIC_0031767,19
ISIC_9024724,17
ISIC_0030460,19
ISIC_8389650,17
ISIC_6706678,17
ISIC_0061464,2
ISIC_0011318,19
ISIC_0055275,8
ISIC_1363047,17
ISIC_8938776,17
ISIC_0066697,8
ISIC_0003201,19
ISIC_3687479,17
ISIC_4691883,17
ISIC_7308572,17
ISIC_6220953,17
ISIC_9442018,17
ISIC_0003045,19
ISIC_2458609,17
ISIC_0062538,19
ISIC_0058700,19
ISIC_0003494,19
ISIC_1691732,17
ISIC_0005367,19
ISIC_6622594,17
ISIC_0033799,19
ISIC_0005530,19
ISIC_0025411,25
ISIC_0026894,19
ISIC_3854989,17
ISIC_0025845,19
ISIC_6184190,17
ISIC_5441132,17
ISIC_0061980,23
ISIC_8811316,17
ISIC_0000361,19
ISIC_0002400,19
ISIC_0072999,23
ISIC_0033004,15
ISIC_9887341,17
ISIC_2986565,17
ISIC_0069634,19
ISIC_0003961,19
ISIC_0013248,19
ISIC_6544804,17
ISIC_0056696,8
ISIC_0024261,25
ISIC_0027994,19
ISIC_0924302,17
ISIC_0031363,19
ISIC_0060260,23
ISIC_0014818,19
ISIC_0057828,15
ISIC_4654225,17
ISIC_0028310,19
ISIC_0071094,19
ISIC_2718199,17
ISIC_1682693,17
ISIC_0974233,19
ISIC_0011480,15
ISIC_0468433,17
ISIC_0009539,19
ISIC_5889844,12
ISIC_0009088,19
ISIC_4383671,17
ISIC_6824842,17
ISIC_8593029,17
ISIC_7304751,17
ISIC_0053753,19
ISIC_4327247,17
ISIC_0027455,21
ISIC_1450315,17
ISIC_3001941,17
ISIC_2840727,17
ISIC_0025002,19
ISIC_0004457,19
ISIC_0070381,8
ISIC_0027361,19
ISIC_0062330,19
ISIC_7693995,17
ISIC_0003043,19
ISIC_0003750,19
ISIC_0058888,23
ISIC_0001292,19
ISIC_5078271,19
ISIC_9725585,17
ISIC_0496209,17
ISIC_0004271,19
ISIC_0058588,19
ISIC_9074406,17
ISIC_6322207,19
ISIC_0008114,19
ISIC_0054063,8
ISIC_0005485,19
ISIC_0024218,15
ISIC_0007338,19
ISIC_3917593,19
ISIC_3901747,17
ISIC_7799692,17
ISIC_0030161,19
ISIC_0027956,15
ISIC_8711854,17
ISIC_8019487,17
ISIC_9225592,17
ISIC_4923457,17
ISIC_0013497,15
ISIC_2043857,17
ISIC_0061018,19
ISIC_8970442,17
ISIC_8041550,17
ISIC_2632683,19
ISIC_0003567,19
ISIC_4200673,17
ISIC_4442983,17
ISIC_0062505,15
ISIC_7126708,19
ISIC_7449219,17
ISIC_5201151,19
ISIC_0485529,17
ISIC_6573514,17
ISIC_7069003,17
ISIC_0012094,19
ISIC_9424787,17
ISIC_0708747,17
ISIC_0058269,24
ISIC_0057070,19
ISIC_0055051,15
ISIC_3971174,17
ISIC_8951909,15
ISIC_0068817,15
ISIC_0008541,19
ISIC_0030949,19
ISIC_0010581,19
ISIC_7625857,17
ISIC_8672185,17
ISIC_0002211,19
ISIC_0056903,23
ISIC_4732788,17
ISIC_6652094,17
ISIC_0026893,21
ISIC_0066546,2
ISIC_2885086,17
ISIC_1445277,17
ISIC_0333736,17
ISIC_1902401,17
ISIC_0026066,19
ISIC_4418545,17
ISIC_0008304,19
ISIC_0071107,19
ISIC_4722884,17
ISIC_7837335,19
ISIC_2509796,17
ISIC_2472848,19
ISIC_7255445,17
ISIC_0003425,19
ISIC_0005136,19
ISIC_8945887,17
ISIC_0000533,15
ISIC_0028133,19
ISIC_5258551,17
ISIC_4634464,17
ISIC_0011127,19
ISIC_0033475,19
ISIC_0000491,19
ISIC_0055367,15
ISIC_7805559,17
ISIC_0009734,19
ISIC_4288266,17
ISIC_0032085,19
ISIC_0832651,17
ISIC_0025844,19
ISIC_4769266,17
ISIC_0065368,8
ISIC_0004325,19
ISIC_0012213,19
ISIC_0001120,8
ISIC_0012083,15
ISIC_0006425,19
ISIC_3017950,17
ISIC_7584150,19
ISIC_0069624,15
ISIC_0058644,15
ISIC_7274397,19
ISIC_1744704,19
ISIC_0027560,15
ISIC_2780413,17
ISIC_0007849,19
ISIC_0057480,19
ISIC_0002244,19
ISIC_0026359,19
ISIC_0063704,15
ISIC_5103342,19
ISIC_0005159,19
ISIC_0054974,15
ISIC_0065744,24
ISIC_1367610,17
ISIC_0030926,21
ISIC_0029869,19
ISIC_0064986,15
ISIC_0014567,23
ISIC_6329214,19
ISIC_1616451,17
ISIC_0002745,19
ISIC_0033967,15
ISIC_0000221,19
ISIC_0033621,19
ISIC_0010847,19
ISIC_9089757,17
ISIC_0004190,19
ISIC_0054404,19
ISIC_0071652,19
ISIC_0070287,19
ISIC_1944752,17
ISIC_6673956,17
ISIC_3821242,15
ISIC_0030575,15
ISIC_3760791,17
ISIC_7039203,17
ISIC_0053685,25
ISIC_0027030,15
ISIC_0662183,17
ISIC_3111680,17
ISIC_0065688,23
ISIC_0065392,19
ISIC_0067916,19
ISIC_8431949,19
ISIC_0004975,19
ISIC_7660797,17
ISIC_8128257,17
ISIC_0010780,19
ISIC_5259518,19
ISIC_5997454,17
ISIC_8292364,17
ISIC_2938284,17
ISIC_6319067,17
ISIC_0008899,19
ISIC_1434244,17
ISIC_6069595,17
ISIC_9939653,17
ISIC_2642742,17
ISIC_4035599,17
ISIC_0061789,24
ISIC_0053563,2
ISIC_7800750,15
ISIC_2369986,17
ISIC_0066910,15
ISIC_0004788,19
ISIC_7843406,17
ISIC_0068680,8
ISIC_0063947,8
ISIC_0003907,19
ISIC_2129639,17
ISIC_0000699,19
ISIC_8088770,19
ISIC_1640614,17
ISIC_8427488,17
ISIC_0029240,19
ISIC_1664845,17
ISIC_3378691,17
ISIC_0024629,19
ISIC_0030126,19
ISIC_6876932,17
ISIC_0058729,19
ISIC_6778515,17
ISIC_0032480,19
ISIC_0681666,19
ISIC_2670475,17
ISIC_0064659,19
ISIC_0033698,19
ISIC_0059010,19
ISIC_6917587,17
ISIC_0064109,8
ISIC_0060222,15
ISIC_0011853,19
ISIC_0069515,15
ISIC_0513392,17
ISIC_5351964,17
ISIC_3995777,17
ISIC_0065681,15
ISIC_0027192,21
ISIC_0004036,19
ISIC_0031046,19
ISIC_7782274,17
ISIC_0030527,19
ISIC_0069641,19
ISIC_0026695,19
ISIC_0002624,19
ISIC_5651246,19
ISIC_0460815,19
ISIC_0008323,19
ISIC_0004422,19
ISIC_0031752,19
ISIC_8010877,17
ISIC_7535412,17
ISIC_0063755,19
ISIC_9913573,17
ISIC_0005724,19
ISIC_0175364,17
ISIC_5209265,17
ISIC_7634648,17
ISIC_0033665,19
ISIC_4132685,17
ISIC_0068023,15
ISIC_0058710,19
ISIC_7278553,17
ISIC_0061751,15
ISIC_0000321,19
ISIC_3216482,17
ISIC_5877850,17
ISIC_3356497,17
ISIC_0010521,19
ISIC_0065565,8
ISIC_4137545,17
ISIC_0004856,19
ISIC_0007593,19
ISIC_2446492,17
ISIC_5383985,19
ISIC_3920809,17
ISIC_0010262,19
ISIC_0062884,23
ISIC_0009850,19
ISIC_0032536,8
ISIC_0026508,19
ISIC_2056352,17
ISIC_0053913,8
ISIC_7396029,17
ISIC_0002419,19
ISIC_2127820,19
ISIC_0228713,17
ISIC_7712996,17
ISIC_8078525,17
ISIC_7205039,17
ISIC_8890214,17
ISIC_2479876,17
ISIC_1110583,15
ISIC_0072537,19
ISIC_9596617,17
ISIC_4937316,17
ISIC_5023040,17
ISIC_0011003,19
ISIC_0000355,19
ISIC_5661368,17
ISIC_7409889,17
ISIC_1915434,19
ISIC_0029766,19
ISIC_0060148,15
ISIC_9167890,19
ISIC_0014013,15
ISIC_5499492,17
ISIC_0028340,19
ISIC_0010608,15
ISIC_0005896,19
ISIC_0027937,26
ISIC_0062912,15
ISIC_0064435,19
ISIC_6783448,17
ISIC_1753040,17
ISIC_1102861,17
ISIC_4372880,17
ISIC_0010213,19
ISIC_0057166,19
ISIC_0059454,19
ISIC_7270858,17
ISIC_0013222,19
ISIC_8632184,19
ISIC_7441191,17
ISIC_5486725,17
ISIC_0003108,19
ISIC_0005527,19
ISIC_1154109,17
ISIC_6922243,17
ISIC_4375532,19
ISIC_0056906,23
ISIC_0053948,19
ISIC_0011673,19
ISIC_0054423,23
ISIC_0001365,19
ISIC_9013045,17
ISIC_0029064,19
ISIC_5971591,17
ISIC_6591387,17
ISIC_0057353,25
ISIC_8655308,17
ISIC_0032483,19
ISIC_0003086,19
ISIC_1591931,17
ISIC_2215389,17
ISIC_6522126,19
ISIC_0001409,19
ISIC_7278742,17
ISIC_0011979,17
ISIC_0065919,8
ISIC_0032173,25
ISIC_5814641,17
ISIC_0063122,2
ISIC_0062141,15
ISIC_8753831,19
ISIC_0000282,15
ISIC_0024825,21
ISIC_8129759,19
ISIC_0061331,2
ISIC_0026723,19
ISIC_6177679,19
ISIC_0027995,19
ISIC_0004210,19
ISIC_0061896,25
ISIC_8689284,19
ISIC_2357876,17
ISIC_9311864,19
ISIC_8082988,17
ISIC_0056440,15
ISIC_0009982,19
ISIC_0002223,19
ISIC_0026770,15
ISIC_0009067,19
ISIC_0985874,17
ISIC_2766061,17
ISIC_0066039,8
ISIC_2984437,17
ISIC_0186501,17
ISIC_0012510,23
ISIC_0008267,19
ISIC_1896191,17
ISIC_2141054,17
ISIC_0067304,2
ISIC_0001567,19
ISIC_0072960,19
ISIC_2359709,17
ISIC_2685593,15
ISIC_2774703,17
ISIC_1734817,17
ISIC_0016023,19
ISIC_1900433,17
ISIC_0028479,21
ISIC_0007336,19
ISIC_0024913,2
ISIC_0024781,19
ISIC_0025474,19
ISIC_6040311,17
ISIC_0005760,19
ISIC_0011356,15
ISIC_2861561,17
ISIC_2467125,17
ISIC_3336297,17
ISIC_7850134,17
ISIC_0007903,19
ISIC_3147415,17
ISIC_9287229,17
ISIC_0056298,15
ISIC_3671637,17
ISIC_6096306,19
ISIC_4566200,17
ISIC_3457365,19
ISIC_4201891,17
ISIC_0031722,19
ISIC_4163590,24
ISIC_0025432,19
ISIC_0003589,19
ISIC_6947604,17
ISIC_0066398,8
ISIC_1006632,17
ISIC_0059349,15
ISIC_0030111,19
ISIC_0014929,19
ISIC_8346238,17
ISIC_0057801,8
ISIC_0003089,19
ISIC_0029618,19
ISIC_0056467,19
ISIC_0557377,17
ISIC_7356472,17
ISIC_0030278,19
ISIC_1358757,17
ISIC_6844482,14
ISIC_0010334,19
ISIC_0061363,8
ISIC_8563961,17
ISIC_1394786,17
ISIC_0066654,8
ISIC_0230516,17
ISIC_4695815,19
ISIC_0029368,19
ISIC_0024683,19
ISIC_5280019,17
ISIC_5955057,15
ISIC_7874576,17
ISIC_7332868,17
ISIC_0057462,15
ISIC_0027137,19
ISIC_0069339,19
ISIC_5503918,19
ISIC_0033029,15
ISIC_0008675,19
ISIC_0031540,19
ISIC_0007282,19
ISIC_0071414,8
ISIC_0059725,8
ISIC_4719181,17
ISIC_5573733,17
ISIC_1870377,17
ISIC_6152094,17
ISIC_0057748,8
ISIC_0012433,23
ISIC_0031486,19
ISIC_9713243,17
ISIC_0200174,17
ISIC_5365919,19
ISIC_0014790,15
ISIC_2638179,17
ISIC_6571597,17
ISIC_0054882,23
ISIC_0057100,19
ISIC_0065236,15
ISIC_0030492,19
ISIC_9440581,17
ISIC_8175937,17
ISIC_0062874,8
ISIC_0029152,19
ISIC_9242193,17
ISIC_0004439,19
ISIC_0008808,19
ISIC_4100695,17
ISIC_8773685,17
ISIC_4071099,17
ISIC_7915366,17
ISIC_0027732,19
ISIC_0033359,19
ISIC_9059021,17
ISIC_5488065,19
ISIC_3700928,17
ISIC_0046664,15
ISIC_9030376,17
ISIC_6324520,17
ISIC_0002057,19
ISIC_0062708,15
ISIC_6880030,17
ISIC_0737125,17
ISIC_7031218,17
ISIC_0068980,8
ISIC_0664031,17
ISIC_0055079,15
ISIC_0059910,19
ISIC_5974286,17
ISIC_0956407,19
ISIC_7453902,17
ISIC_0071313,2
ISIC_0025815,19
ISIC_0054593,8
ISIC_8506652,17
ISIC_0002041,19
ISIC_0032400,15
ISIC_3579316,17
ISIC_2234076,17
ISIC_8903932,17
ISIC_5799264,17
ISIC_0003715,19
ISIC_9783959,17
ISIC_0031360,19
ISIC_0066635,19
ISIC_1293403,17
ISIC_8526902,17
ISIC_7188330,17
ISIC_0054322,8
ISIC_0012183,23
ISIC_0031250,19
ISIC_9563464,17
ISIC_0025478,19
ISIC_6024651,19
ISIC_7784603,14
ISIC_2204393,17
ISIC_0033619,15
ISIC_0069947,19
ISIC_0013030,23
ISIC_4164633,17
ISIC_0280749,17
ISIC_3425388,17
ISIC_0247330,15
ISIC_0026418,19
ISIC_0033822,19
ISIC_0027585,19
ISIC_0061526,23
ISIC_3042818,17
ISIC_2679918,17
ISIC_0071289,15
ISIC_0033803,19
ISIC_9321136,19
ISIC_2996240,19
ISIC_0026992,25
ISIC_0059759,2
ISIC_8148759,17
ISIC_0272567,17
ISIC_0002269,19
ISIC_0011536,8
ISIC_4139260,17
ISIC_8573647,17
ISIC_3783114,17
ISIC_0066098,15
ISIC_2642187,23
ISIC_0071758,8
ISIC_0010953,19
ISIC_0028091,19
ISIC_0032048,19
ISIC_1691387,17
ISIC_0005175,19
ISIC_2914304,17
ISIC_7171090,17
ISIC_0058156,19
ISIC_0057440,19
ISIC_0064183,8
ISIC_5987980,17
ISIC_9603237,17
ISIC_0006688,19
ISIC_0071117,19
ISIC_0063842,15
ISIC_0033268,15
ISIC_7661559,17
ISIC_8727700,23
ISIC_0007245,19
ISIC_9356630,17
ISIC_1344757,17
ISIC_5618035,17
ISIC_2197398,17
ISIC_2898108,17
ISIC_1105133,17
ISIC_0026937,19
ISIC_0053611,15
ISIC_9008026,17
ISIC_7929178,17
ISIC_0878210,17
ISIC_0063899,19
ISIC_4249243,17
ISIC_9365486,17
ISIC_3933364,17
ISIC_0071165,19
ISIC_8873823,17
ISIC_1364848,17
ISIC_8510741,17
ISIC_6381203,17
ISIC_1791886,19
ISIC_0001793,19
ISIC_0034116,19
ISIC_1719523,17
ISIC_0000310,15
ISIC_3900490,17
ISIC_0004760,19
ISIC_0012009,19
ISIC_0686467,17
ISIC_0067254,19
ISIC_0024888,19
ISIC_0064107,15
ISIC_0004451,19
ISIC_0059770,15
ISIC_7074321,15
ISIC_0072393,15
ISIC_5310294,17
ISIC_0029956,19
ISIC_0070050,15
ISIC_0027478,8
ISIC_2273860,17
ISIC_9679700,17
ISIC_0007404,19
ISIC_0066979,8
ISIC_3754362,17
ISIC_4450231,17
ISIC_0067715,19
ISIC_2471483,17
ISIC_0004021,19
ISIC_7301029,17
ISIC_5970560,17
ISIC_4656184,17
ISIC_3445393,17
ISIC_0001898,19
ISIC_0011143,19
ISIC_0067027,19
ISIC_0058106,19
ISIC_0062407,15
ISIC_0032856,15
ISIC_9244659,17
ISIC_0645777,17
ISIC_0006550,19
ISIC_0006945,19
ISIC_2925481,19
ISIC_7309684,17
ISIC_0027579,19
ISIC_4449211,23
ISIC_1925632,17
ISIC_2915930,17
ISIC_4877382,17
ISIC_0056571,8
ISIC_5846004,17
ISIC_0069857,19
ISIC_0028422,19
ISIC_0489267,15
ISIC_5799312,17
ISIC_3006054,17
ISIC_0058797,8
ISIC_4617212,17
ISIC_6647883,17
ISIC_4870676,17
ISIC_7340247,17
ISIC_0015627,19
ISIC_2843206,17
ISIC_2692366,17
ISIC_0071102,8
ISIC_0006225,19
ISIC_7938135,6
ISIC_0013000,19
ISIC_4264897,17
ISIC_3936830,17
ISIC_0060641,19
ISIC_4461610,17
ISIC_2976789,17
ISIC_6013568,17
ISIC_0030308,19
ISIC_0033117,15
ISIC_0030499,19
ISIC_0001421,19
ISIC_0004275,19
ISIC_0055645,23
ISIC_0053694,19
ISIC_4373429,17
ISIC_0004282,19
ISIC_0008235,19
ISIC_0058047,15
ISIC_0008517,19
ISIC_0032058,19
ISIC_7033152,19
ISIC_0000663,19
ISIC_0003861,19
ISIC_0059962,19
ISIC_0064150,8
ISIC_1707324,17
ISIC_2529871,17
ISIC_3603150,19
ISIC_0061126,19
ISIC_7180096,17
ISIC_0062374,23
ISIC_3152626,17
ISIC_7486506,17
ISIC_7057495,17
ISIC_4014899,17
ISIC_0028466,19
ISIC_0002873,19
ISIC_0032736,15
ISIC_0014570,23
ISIC_0072352,2
ISIC_0058891,19
ISIC_0033034,15
ISIC_3060021,17
ISIC_7005376,17
ISIC_0058701,19
ISIC_1795529,17
ISIC_5789978,17
ISIC_0060830,25
ISIC_0097500,17
ISIC_1675814,17
ISIC_9559293,17
ISIC_9537942,24
ISIC_0063232,19
ISIC_0008858,19
ISIC_0010148,15
ISIC_9198404,19
ISIC_9252956,17
ISIC_2399314,17
ISIC_1561068,23
ISIC_0030928,19
ISIC_5569766,17
ISIC_0064783,15
ISIC_5267208,15
ISIC_0003402,19
ISIC_0786170,17
ISIC_0033216,15
ISIC_5722943,17
ISIC_5763398,17
ISIC_0063402,19
ISIC_0058622,25
ISIC_0000573,19
ISIC_0063439,19
ISIC_5023949,17
ISIC_0024315,15
ISIC_5820693,15
ISIC_2537598,17
ISIC_9643578,19
ISIC_3815982,14
ISIC_0000166,15
ISIC_0002379,19
ISIC_0008672,19
ISIC_4836699,17
ISIC_7218916,19
ISIC_0068176,15
ISIC_0034167,21
ISIC_8939957,2
ISIC_0008880,19
ISIC_0013490,15
ISIC_0024942,19
ISIC_0000324,19
ISIC_4481065,17
ISIC_0003195,19
ISIC_9266246,17
ISIC_5034304,19
ISIC_1564564,17
ISIC_2157630,17
ISIC_0405211,17
ISIC_7044973,19
ISIC_7012881,17
ISIC_6255613,19
ISIC_0003235,19
ISIC_4343129,17
ISIC_0055902,15
ISIC_0000524,19
ISIC_9090435,17
ISIC_0011756,19
ISIC_0072916,8
ISIC_0028350,8
ISIC_0005597,19
ISIC_2783475,17
ISIC_0363251,17
ISIC_0007349,19
ISIC_0030761,19
ISIC_0030086,19
ISIC_0025612,26
ISIC_0009174,19
ISIC_0005273,19
ISIC_0770723,17
ISIC_0003180,19
ISIC_3485583,19
ISIC_0010410,15
ISIC_6199414,17
ISIC_0061015,19
ISIC_0033988,19
ISIC_0011610,15
ISIC_5412095,19
ISIC_0004267,19
ISIC_0005214,19
ISIC_0005182,19
ISIC_0004555,19
ISIC_0003476,19
ISIC_3622776,17
ISIC_0068640,8
ISIC_4498012,17
ISIC_0060546,2
ISIC_5607148,17
ISIC_1638357,17
ISIC_0002401,19
ISIC_0055034,19
ISIC_0004677,19
ISIC_0066575,8
ISIC_0062061,19
ISIC_0014507,15
ISIC_0025698,19
ISIC_5413674,17
ISIC_4107574,17
ISIC_0009322,19
ISIC_3720096,17
ISIC_0033983,19
ISIC_4271377,17
ISIC_0013794,19
ISIC_0028606,19
ISIC_3917053,17
ISIC_8440615,17
ISIC_1476361,17
ISIC_8615081,17
ISIC_0002385,19
ISIC_7143388,17
ISIC_3805310,17
ISIC_8784687,17
ISIC_0011136,15
ISIC_0004458,19
ISIC_5378363,17
ISIC_0010527,15
ISIC_0025176,19
ISIC_0060046,19
ISIC_0000807,19
ISIC_0641973,17
ISIC_3302289,17
ISIC_0058284,15
ISIC_0054075,8
ISIC_0061664,15
ISIC_0026819,19
ISIC_0028658,19
ISIC_0012517,23
ISIC_0030997,19
ISIC_5391758,15
ISIC_0056044,15
ISIC_0008155,19
ISIC_0060096,15
ISIC_2281909,17
ISIC_6608321,19
ISIC_0001062,19
ISIC_0063649,8
ISIC_0015922,23
ISIC_0005632,19
ISIC_5112744,19
ISIC_5486460,17
